incident_id,year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
CRM0003047,2022,4,Monday,Summer,Afternoon (12pm-6pm),Pakistan,Suburban,327,Drug Offense,5.5,2,Male,56-65,0,0,63.52,Firearm,At Large,Open - Active,Police Station,51.6,3,73,No,No,No,Partial Coverage,Partially Lit,3,37.9,No
CRM0003048,2022,9,Tuesday,Winter,Night (10pm-2am),France,Suburban,324,Fraud,5.4,1,Male,65+,0,0,24446.15,None,Arrested,Open - Active,Police Station,5.5,3,43,Yes,No,No,Full Coverage,Well Lit,3,69.3,No
CRM0003049,2022,7,Tuesday,Autumn,Afternoon (12pm-6pm),USA,Rural,59,Fraud,4.0,1,Female,36-45,0,0,19405.64,Knife,Unknown,Open - Active,Emergency Call,20.4,1,9,No,No,No,No Coverage,Poorly Lit,2,49.3,No
CRM0003050,2021,11,Tuesday,Summer,Night (10pm-2am),UK,Urban,1947,Drug Offense,4.5,1,Female,36-45,0,0,68.51,None,Arrested,Closed - Solved,Online Portal,22.1,4,75,No,Yes,No,Partial Coverage,Well Lit,0,35.9,Yes
CRM0003051,2021,12,Sunday,Spring,Afternoon (12pm-6pm),South Africa,Suburban,719,Theft,3.2,2,Male,56-65,0,0,14.77,Knife,At Large,Closed - Solved,Police Station,12.3,4,23,No,Unknown,No,Full Coverage,Partially Lit,2,44.2,No
CRM0003052,2022,1,Sunday,Winter,Night (10pm-2am),Germany,Urban,566,Drug Offense,4.2,4,Female,65+,0,0,7.17,None,Arrested,Closed - Unsolved,Police Station,27.5,2,4,Yes,No,No,Partial Coverage,No Lighting,2,44.1,No
CRM0003053,2021,4,Friday,Summer,Night (10pm-2am),Pakistan,Urban,1147,Robbery,7.6,1,Female,46-55,1,0,167.94,Firearm,Under Investigation,Closed - Unsolved,Emergency Call,37.4,3,63,No,No,No,Full Coverage,No Lighting,3,38.8,No
CRM0003054,2021,10,Sunday,Winter,Evening (6pm-10pm),South Africa,Urban,1151,Fraud,6.4,1,Male,18-25,0,0,4215.05,Firearm,Acquitted,Closed - Solved,Online Portal,29.1,2,88,No,No,Yes,Partial Coverage,Partially Lit,7,60.1,Yes
CRM0003055,2023,11,Sunday,Autumn,Night (10pm-2am),India,Urban,2107,Assault,5.4,1,Unknown,46-55,0,0,35.75,Knife,Arrested,Closed - Unsolved,Police Station,6.1,2,9,No,No,Yes,Partial Coverage,Poorly Lit,2,26.9,No
CRM0003056,2024,6,Tuesday,Summer,Afternoon (12pm-6pm),Indonesia,Suburban,982,Theft,2.3,1,Female,56-65,0,0,670.64,Knife,At Large,Open - Active,Police Station,24.6,3,7,No,No,Unknown,Full Coverage,Partially Lit,2,38.8,No
CRM0003057,2023,6,Friday,Spring,Afternoon (12pm-6pm),UK,Rural,121,Theft,2.2,2,Male,56-65,0,0,459.36,Firearm,Acquitted,Closed - Solved,Anonymous Tip,26.5,4,2,No,No,No,Full Coverage,Well Lit,2,55.4,Yes
CRM0003058,2020,10,Monday,Spring,Afternoon (12pm-6pm),Brazil,Rural,28,Sexual Assault,9.5,1,Male,26-35,1,0,130.13,None,Arrested,Open - Active,Emergency Call,112.4,1,29,No,No,No,No Coverage,Partially Lit,3,43.7,No
CRM0003059,2020,6,Thursday,Autumn,Afternoon (12pm-6pm),USA,Suburban,611,Assault,5.2,2,Female,26-35,1,0,157.15,None,Convicted,Closed - Solved,Community Report,47.7,3,20,Yes,Unknown,Yes,Partial Coverage,No Lighting,4,71.1,No
CRM0003060,2024,5,Saturday,Winter,Evening (6pm-10pm),Brazil,Urban,1675,Cybercrime,6.0,1,Male,26-35,0,0,81.32,Firearm,Arrested,Closed - Unsolved,Police Station,16.0,1,17,No,No,No,Partial Coverage,No Lighting,4,52.2,No
CRM0003061,2021,3,Tuesday,Winter,Night (10pm-2am),India,Rural,128,Assault,6.1,1,Male,26-35,3,0,728.45,Firearm,Under Investigation,Closed - Solved,Emergency Call,82.2,6,93,No,No,No,Full Coverage,Partially Lit,3,50.8,No
CRM0003062,2020,2,Sunday,Autumn,Evening (6pm-10pm),USA,Remote,11,Fraud,4.3,1,Female,26-35,0,0,1721.02,Firearm,Arrested,Open - Active,Police Station,31.1,4,19,Yes,Unknown,No,Partial Coverage,Poorly Lit,2,65.8,No
CRM0003063,2023,3,Saturday,Winter,Evening (6pm-10pm),Pakistan,Suburban,477,Fraud,3.4,2,Female,36-45,0,0,3869.35,None,Arrested,Closed - Unsolved,Emergency Call,31.1,3,8,No,No,Yes,Partial Coverage,Well Lit,4,59.0,No
CRM0003064,2023,9,Monday,Spring,Evening (6pm-10pm),Mexico,Suburban,551,Assault,6.8,1,Female,18-25,1,0,165.08,Blunt Object,At Large,Open - Cold Case,Emergency Call,11.5,1,29,No,Yes,Yes,Partial Coverage,Poorly Lit,0,34.2,Yes
CRM0003065,2023,3,Saturday,Summer,Late Night (2am-6am),Germany,Rural,211,Arson,7.8,1,Male,18-25,6,1,29.71,Knife,Arrested,Pending Trial,Emergency Call,123.1,3,43,No,No,Unknown,Full Coverage,Partially Lit,1,49.9,No
CRM0003066,2021,3,Sunday,Summer,Night (10pm-2am),Pakistan,Suburban,255,Assault,6.5,1,Unknown,46-55,0,0,163.54,Blunt Object,Arrested,Closed - Solved,Online Portal,21.3,4,10,Unknown,Yes,No,Partial Coverage,Partially Lit,3,83.4,No
CRM0003067,2020,1,Wednesday,Winter,Afternoon (12pm-6pm),UK,Remote,29,Cybercrime,3.9,3,Female,36-45,0,0,660.88,Chemical,Convicted,Open - Active,Online Portal,86.6,3,9,No,No,Unknown,Full Coverage,Poorly Lit,1,64.6,No
CRM0003068,2024,2,Saturday,Autumn,Night (10pm-2am),South Africa,Urban,846,Fraud,4.5,1,Female,26-35,0,0,2592.04,None,Arrested,Closed - Solved,Emergency Call,16.5,2,91,Unknown,No,No,Partial Coverage,Partially Lit,2,67.3,No
CRM0003069,2021,11,Thursday,Autumn,Night (10pm-2am),Egypt,Urban,1168,Drug Offense,5.0,3,Female,36-45,0,0,58.56,None,Convicted,Closed - Unsolved,Online Portal,20.2,8,6,Yes,No,No,Partial Coverage,Partially Lit,2,42.5,No
CRM0003070,2023,12,Sunday,Summer,Afternoon (12pm-6pm),Nigeria,Urban,4951,Vandalism,2.3,1,Female,46-55,0,0,40.71,Vehicle,Arrested,Open - Active,Community Report,28.6,2,12,No,No,No,Partial Coverage,Partially Lit,3,35.5,Yes
CRM0003071,2023,3,Thursday,Summer,Late Night (2am-6am),Nigeria,Urban,9151,Robbery,7.0,2,Male,65+,3,1,433.53,Firearm,Acquitted,Closed - Unsolved,Emergency Call,32.2,8,13,No,Unknown,No,Partial Coverage,No Lighting,3,62.2,No
CRM0003072,2023,2,Wednesday,Spring,Evening (6pm-10pm),France,Urban,7211,Assault,7.0,1,Female,18-25,2,0,280.85,None,At Large,Closed - Unsolved,Emergency Call,31.9,1,28,No,Yes,No,No Coverage,Partially Lit,1,41.9,No
CRM0003073,2021,8,Saturday,Autumn,Late Night (2am-6am),Canada,Urban,598,Domestic Violence,5.9,1,Male,26-35,2,0,173.1,None,At Large,Closed - Solved,Emergency Call,60.2,3,57,Unknown,No,No,Partial Coverage,Poorly Lit,1,67.6,Yes
CRM0003074,2021,6,Wednesday,Summer,Night (10pm-2am),Brazil,Urban,2223,Cybercrime,4.1,1,Male,26-35,0,0,61647.39,Firearm,Under Investigation,Closed - Solved,Emergency Call,31.4,2,44,Yes,Yes,No,No Coverage,Well Lit,2,48.0,Yes
CRM0003075,2023,7,Saturday,Summer,Night (10pm-2am),South Africa,Urban,673,Extortion,6.3,1,Male,26-35,0,0,7878.06,Firearm,Arrested,Closed - Solved,Online Portal,23.3,2,32,No,No,No,Full Coverage,Partially Lit,2,74.9,No
CRM0003076,2024,1,Thursday,Spring,Evening (6pm-10pm),France,Suburban,1355,Theft,2.0,2,Female,46-55,0,0,282.79,Chemical,Convicted,Open - Cold Case,Emergency Call,37.6,2,249,No,No,No,Full Coverage,Well Lit,2,40.1,Yes
CRM0003077,2024,6,Saturday,Summer,Late Night (2am-6am),Brazil,Rural,124,Robbery,7.5,1,Female,46-55,2,0,103.38,None,At Large,Closed - Unsolved,Emergency Call,45.1,3,23,No,No,Yes,Partial Coverage,No Lighting,3,84.3,No
CRM0003078,2020,2,Thursday,Summer,Afternoon (12pm-6pm),France,Remote,28,Arson,6.8,3,Male,46-55,4,1,32.79,Firearm,Arrested,Closed - Solved,Emergency Call,70.1,3,6,No,No,No,Full Coverage,Well Lit,1,46.0,No
CRM0003079,2021,6,Wednesday,Winter,Morning (6am-12pm),Brazil,Urban,1752,Drug Offense,4.2,1,Unknown,18-25,0,0,14.03,Unknown,Acquitted,Closed - Unsolved,Anonymous Tip,21.1,2,54,No,Yes,No,Full Coverage,Well Lit,5,66.5,Yes
CRM0003080,2024,3,Thursday,Spring,Afternoon (12pm-6pm),Pakistan,Urban,3331,Burglary,6.7,2,Unknown,65+,0,0,285.7,Blunt Object,Arrested,Open - Cold Case,Anonymous Tip,13.9,4,30,No,Yes,Yes,Partial Coverage,Poorly Lit,0,45.0,No
CRM0003081,2023,7,Friday,Autumn,Evening (6pm-10pm),Indonesia,Suburban,261,Vandalism,2.0,1,Female,36-45,0,0,73.44,Knife,At Large,Open - Active,Community Report,15.7,6,29,Yes,No,No,No Coverage,Partially Lit,4,53.0,No
CRM0003082,2024,3,Tuesday,Summer,Morning (6am-12pm),Australia,Remote,21,Fraud,4.7,1,Unknown,26-35,0,0,5192.56,Knife,Arrested,Open - Active,Emergency Call,191.7,8,23,Yes,No,Yes,No Coverage,Partially Lit,3,90.2,Yes
CRM0003083,2021,9,Monday,Summer,Evening (6pm-10pm),South Africa,Rural,168,Theft,4.5,1,Male,18-25,0,0,508.7,None,Under Investigation,Open - Cold Case,Emergency Call,49.4,5,45,No,Unknown,Yes,Partial Coverage,Well Lit,4,58.3,Yes
CRM0003084,2023,3,Monday,Spring,Evening (6pm-10pm),Indonesia,Urban,932,Assault,5.5,2,Unknown,26-35,2,0,182.25,Knife,Unknown,Closed - Unsolved,Online Portal,20.6,2,136,No,No,Unknown,Partial Coverage,Poorly Lit,3,42.7,No
CRM0003085,2023,7,Saturday,Spring,Evening (6pm-10pm),Canada,Urban,1141,Assault,7.6,1,Male,Under 18,2,0,201.93,None,Arrested,Closed - Solved,Emergency Call,17.3,2,148,Unknown,No,No,Full Coverage,No Lighting,3,60.7,Yes
CRM0003086,2023,12,Saturday,Summer,Late Night (2am-6am),Australia,Suburban,319,Cybercrime,3.7,1,Male,Under 18,0,0,18815.85,None,Acquitted,Open - Active,Anonymous Tip,53.9,1,272,No,No,No,Full Coverage,Partially Lit,3,45.3,Yes
CRM0003087,2022,4,Thursday,Winter,Afternoon (12pm-6pm),Germany,Urban,1701,Sexual Assault,8.8,1,Male,18-25,0,0,58.83,Knife,Arrested,Closed - Unsolved,Emergency Call,24.8,5,67,Yes,No,No,Full Coverage,Poorly Lit,3,43.5,No
CRM0003088,2020,8,Saturday,Summer,Morning (6am-12pm),India,Urban,1025,Burglary,6.1,1,Female,36-45,0,0,176.4,Unknown,At Large,Open - Cold Case,Community Report,35.1,2,143,Yes,Yes,Yes,No Coverage,Poorly Lit,2,32.3,Yes
CRM0003089,2023,2,Thursday,Autumn,Evening (6pm-10pm),Mexico,Urban,1403,Domestic Violence,7.7,1,Female,46-55,2,0,257.9,Unknown,Convicted,Open - Active,Emergency Call,47.7,8,59,Yes,No,No,Partial Coverage,Well Lit,3,43.7,No
CRM0003090,2021,8,Saturday,Summer,Afternoon (12pm-6pm),India,Urban,3736,Theft,3.8,2,Female,56-65,0,0,179.52,None,At Large,Closed - Solved,Online Portal,8.4,3,22,Yes,No,No,Partial Coverage,Partially Lit,3,43.4,Yes
CRM0003091,2022,9,Saturday,Spring,Morning (6am-12pm),Egypt,Suburban,235,Assault,6.4,1,Female,18-25,2,0,570.72,Blunt Object,Under Investigation,Open - Active,Police Station,47.5,1,211,Yes,No,No,No Coverage,Well Lit,6,76.9,Yes
CRM0003092,2024,8,Thursday,Winter,Late Night (2am-6am),Egypt,Remote,51,Domestic Violence,6.7,1,Male,46-55,1,0,198.73,Firearm,At Large,Closed - Unsolved,Police Station,73.3,4,20,Yes,Unknown,Unknown,Partial Coverage,Partially Lit,2,50.8,No
CRM0003093,2022,6,Saturday,Autumn,Evening (6pm-10pm),Canada,Remote,27,Robbery,6.6,2,Unknown,46-55,4,1,201.53,Knife,Arrested,Closed - Unsolved,Police Station,34.8,1,24,No,Yes,Unknown,Partial Coverage,Partially Lit,2,62.3,No
CRM0003094,2024,10,Sunday,Summer,Night (10pm-2am),India,Rural,127,Drug Offense,6.1,2,Female,26-35,0,0,70.22,Knife,Acquitted,Closed - Unsolved,Community Report,26.7,4,58,Yes,Yes,No,No Coverage,Well Lit,2,67.8,Yes
CRM0003095,2021,1,Saturday,Autumn,Afternoon (12pm-6pm),Brazil,Urban,1598,Vandalism,1.6,1,Female,18-25,0,0,98.54,Firearm,At Large,Open - Active,Emergency Call,8.7,4,37,Yes,No,Yes,Partial Coverage,Well Lit,5,67.2,No
CRM0003096,2023,7,Saturday,Autumn,Morning (6am-12pm),Egypt,Suburban,543,Vandalism,2.7,1,Male,36-45,0,0,366.81,Unknown,Unknown,Closed - Unsolved,Anonymous Tip,14.3,1,10,Yes,No,Yes,Full Coverage,Partially Lit,1,60.9,Yes
CRM0003097,2024,1,Thursday,Winter,Night (10pm-2am),Brazil,Remote,59,Cybercrime,4.9,1,Female,65+,0,0,2769.89,Firearm,Unknown,Open - Active,Police Station,83.6,5,116,No,Yes,No,No Coverage,Well Lit,2,61.0,Yes
CRM0003098,2020,7,Sunday,Spring,Late Night (2am-6am),Egypt,Rural,69,Extortion,7.7,1,Female,36-45,0,0,2613.11,None,Unknown,Open - Active,Community Report,20.7,2,20,Yes,Unknown,Unknown,Full Coverage,Poorly Lit,3,73.3,Yes
CRM0003099,2020,2,Thursday,Spring,Afternoon (12pm-6pm),Germany,Rural,53,Burglary,5.4,1,Male,26-35,0,0,1005.3,Chemical,Convicted,Pending Trial,Police Station,17.9,2,109,Unknown,Yes,No,No Coverage,Poorly Lit,3,53.7,Yes
CRM0003100,2022,8,Thursday,Autumn,Afternoon (12pm-6pm),Canada,Remote,20,Burglary,6.3,5,Female,46-55,0,0,167.69,Knife,Under Investigation,Open - Active,Community Report,39.2,4,34,No,No,No,Partial Coverage,Poorly Lit,3,72.3,No
CRM0003101,2020,2,Friday,Spring,Morning (6am-12pm),USA,Urban,953,Burglary,4.5,1,Male,46-55,0,0,407.95,Firearm,At Large,Closed - Unsolved,Police Station,10.4,6,33,No,No,No,Full Coverage,Partially Lit,3,24.7,Yes
CRM0003102,2023,3,Tuesday,Winter,Afternoon (12pm-6pm),Indonesia,Urban,2298,Theft,2.5,1,Male,36-45,0,0,30.0,Knife,Convicted,Open - Active,Emergency Call,18.0,8,20,No,No,No,Full Coverage,Partially Lit,2,22.6,Yes
CRM0003103,2024,12,Friday,Spring,Evening (6pm-10pm),Indonesia,Rural,66,Robbery,7.6,2,Male,65+,3,0,6613.67,Knife,Acquitted,Closed - Unsolved,Anonymous Tip,33.5,5,59,Yes,No,Unknown,No Coverage,Well Lit,2,76.2,No
CRM0003104,2022,3,Saturday,Summer,Evening (6pm-10pm),Pakistan,Suburban,539,Burglary,5.8,1,Male,46-55,0,0,2787.37,Knife,Under Investigation,Closed - Solved,Emergency Call,31.4,4,20,No,No,No,Full Coverage,Poorly Lit,2,38.6,No
CRM0003105,2021,1,Wednesday,Autumn,Evening (6pm-10pm),UK,Rural,44,Vandalism,2.9,1,Male,56-65,0,0,53.89,None,At Large,Open - Active,Police Station,61.2,3,797,No,Yes,No,No Coverage,Well Lit,3,62.8,No
CRM0003106,2022,5,Friday,Spring,Evening (6pm-10pm),UK,Suburban,344,Burglary,6.2,1,Female,36-45,0,0,133.36,None,Arrested,Open - Active,Police Station,20.9,3,91,No,No,Yes,Partial Coverage,Well Lit,2,33.2,No
CRM0003107,2023,5,Friday,Spring,Evening (6pm-10pm),USA,Urban,812,Theft,2.9,1,Female,36-45,0,0,125.61,None,At Large,Open - Active,Police Station,5.3,3,99,No,No,No,Partial Coverage,Well Lit,0,38.7,Yes
CRM0003108,2020,10,Wednesday,Autumn,Evening (6pm-10pm),USA,Urban,882,Domestic Violence,6.9,1,Male,46-55,0,0,97.82,Vehicle,Convicted,Open - Cold Case,Online Portal,21.3,10,10,Unknown,No,No,Partial Coverage,Well Lit,3,17.9,No
CRM0003109,2023,5,Sunday,Winter,Night (10pm-2am),Brazil,Suburban,317,Theft,2.6,1,Male,18-25,0,0,136.02,Firearm,Convicted,Closed - Solved,Community Report,19.9,1,79,Unknown,No,Unknown,Full Coverage,Poorly Lit,1,52.5,Yes
CRM0003110,2023,9,Sunday,Summer,Night (10pm-2am),France,Urban,2365,Theft,2.7,1,Male,18-25,0,0,94.9,Knife,Under Investigation,Closed - Unsolved,Emergency Call,14.8,3,50,No,No,No,Partial Coverage,Poorly Lit,1,27.0,No
CRM0003111,2023,6,Monday,Spring,Afternoon (12pm-6pm),Mexico,Suburban,235,Cybercrime,3.2,1,Female,65+,0,0,385.01,Vehicle,Arrested,Pending Trial,Police Station,28.9,2,18,No,No,No,Partial Coverage,Poorly Lit,2,79.6,No
CRM0003112,2021,6,Wednesday,Autumn,Evening (6pm-10pm),Germany,Urban,1805,Assault,7.2,3,Male,56-65,3,0,165.99,Blunt Object,At Large,Open - Cold Case,Anonymous Tip,12.2,3,265,Yes,Yes,No,Full Coverage,Poorly Lit,1,44.3,No
CRM0003113,2023,3,Wednesday,Autumn,Morning (6am-12pm),South Africa,Urban,5096,Fraud,5.0,1,Female,26-35,0,0,4319.53,None,Arrested,Closed - Solved,Police Station,33.9,3,9,No,No,No,Partial Coverage,Partially Lit,4,63.8,Yes
CRM0003114,2020,5,Friday,Winter,Evening (6pm-10pm),Brazil,Urban,1333,Burglary,4.7,1,Female,18-25,0,0,4195.06,None,At Large,Open - Cold Case,Emergency Call,27.4,6,14,No,No,No,Full Coverage,Partially Lit,3,35.4,Yes
CRM0003115,2021,10,Friday,Autumn,Evening (6pm-10pm),Brazil,Urban,464,Theft,3.7,1,Male,65+,0,0,183.47,Knife,Convicted,Pending Trial,Emergency Call,15.6,2,32,Unknown,No,No,No Coverage,Well Lit,1,23.8,No
CRM0003116,2024,7,Friday,Summer,Afternoon (12pm-6pm),India,Suburban,437,Cybercrime,4.1,2,Female,26-35,0,0,6924.72,None,Arrested,Pending Trial,Online Portal,45.3,4,143,No,Unknown,No,Partial Coverage,Poorly Lit,5,66.2,No
CRM0003117,2023,3,Friday,Spring,Late Night (2am-6am),Nigeria,Suburban,990,Theft,4.5,1,Female,Under 18,0,0,175.0,Firearm,At Large,Closed - Solved,Police Station,60.3,4,20,No,No,Yes,Partial Coverage,Poorly Lit,2,30.3,No
CRM0003118,2020,2,Friday,Winter,Late Night (2am-6am),Mexico,Urban,331,Theft,3.6,1,Male,56-65,0,0,143.67,Blunt Object,Arrested,Pending Trial,Online Portal,18.0,3,10,Yes,No,No,Full Coverage,Poorly Lit,3,68.8,No
CRM0003119,2021,5,Sunday,Autumn,Night (10pm-2am),Turkey,Urban,619,Theft,2.1,1,Female,46-55,0,0,695.1,None,Arrested,Open - Active,Emergency Call,15.7,3,18,No,No,Unknown,No Coverage,No Lighting,2,54.3,No
CRM0003120,2021,3,Thursday,Summer,Afternoon (12pm-6pm),Turkey,Rural,91,Theft,5.0,1,Female,26-35,0,0,1378.55,Knife,Arrested,Closed - Solved,Online Portal,42.1,3,17,Yes,No,No,Full Coverage,Well Lit,2,41.5,Yes
CRM0003121,2021,5,Wednesday,Summer,Night (10pm-2am),Nigeria,Suburban,466,Burglary,4.2,1,Male,26-35,0,0,330.46,Knife,Unknown,Open - Active,Police Station,14.1,6,41,Yes,No,No,Partial Coverage,Well Lit,2,71.5,Yes
CRM0003122,2021,9,Wednesday,Winter,Morning (6am-12pm),Pakistan,Remote,20,Fraud,5.8,1,Male,Under 18,0,0,429.1,Unknown,Under Investigation,Closed - Unsolved,Online Portal,78.9,1,17,Yes,Yes,No,No Coverage,Poorly Lit,1,93.4,No
CRM0003123,2020,11,Tuesday,Summer,Evening (6pm-10pm),USA,Rural,248,Vandalism,2.3,2,Female,18-25,0,0,119.49,Knife,Arrested,Closed - Solved,Police Station,46.4,3,18,Yes,No,No,Partial Coverage,Poorly Lit,4,74.4,No
CRM0003124,2022,10,Thursday,Spring,Late Night (2am-6am),South Africa,Rural,123,Theft,2.7,2,Male,26-35,0,0,765.96,None,At Large,Pending Trial,Emergency Call,48.1,2,28,No,Yes,No,Partial Coverage,Poorly Lit,4,80.2,No
CRM0003125,2023,1,Saturday,Spring,Afternoon (12pm-6pm),UK,Rural,124,Drug Offense,6.0,1,Unknown,46-55,0,0,102.03,None,Convicted,Open - Cold Case,Police Station,9.8,1,8,Yes,Yes,Yes,No Coverage,Well Lit,5,54.3,No
CRM0003126,2023,4,Friday,Spring,Afternoon (12pm-6pm),Brazil,Urban,1202,Burglary,4.4,1,Male,56-65,0,0,3445.6,Unknown,Arrested,Open - Active,Police Station,16.8,2,88,No,No,Unknown,Full Coverage,Partially Lit,4,54.8,No
CRM0003127,2023,10,Saturday,Summer,Afternoon (12pm-6pm),UK,Urban,1307,Burglary,6.6,1,Unknown,65+,0,0,142.38,None,Convicted,Open - Active,Online Portal,18.5,3,27,Unknown,Unknown,Unknown,No Coverage,Poorly Lit,2,41.8,Yes
CRM0003128,2020,5,Thursday,Summer,Late Night (2am-6am),South Africa,Suburban,698,Assault,5.8,5,Male,36-45,2,0,316.32,Blunt Object,Unknown,Open - Active,Police Station,14.2,4,16,No,No,No,Partial Coverage,Partially Lit,6,77.2,No
CRM0003129,2024,2,Friday,Autumn,Evening (6pm-10pm),Nigeria,Remote,7,Theft,3.1,2,Female,56-65,0,0,868.27,None,Under Investigation,Pending Trial,Emergency Call,95.8,3,43,Yes,No,Unknown,Partial Coverage,Partially Lit,0,43.4,No
CRM0003130,2024,12,Friday,Spring,Evening (6pm-10pm),Pakistan,Urban,2266,Robbery,7.9,3,Male,65+,1,0,396.87,None,Acquitted,Closed - Solved,Police Station,45.3,3,48,Unknown,No,Unknown,Full Coverage,Poorly Lit,3,21.4,No
CRM0003131,2024,2,Friday,Autumn,Morning (6am-12pm),USA,Suburban,187,Fraud,3.0,1,Female,36-45,0,0,3371.96,None,Arrested,Closed - Solved,Emergency Call,16.7,4,24,Unknown,No,No,Full Coverage,Partially Lit,4,33.1,Yes
CRM0003132,2024,1,Saturday,Winter,Evening (6pm-10pm),India,Rural,135,Fraud,4.9,1,Female,56-65,0,0,5773.08,None,Under Investigation,Open - Active,Emergency Call,23.3,1,18,Unknown,Yes,No,No Coverage,Well Lit,2,68.9,No
CRM0003133,2024,8,Tuesday,Winter,Night (10pm-2am),Nigeria,Remote,39,Drug Offense,6.7,1,Male,56-65,0,0,102.16,None,Under Investigation,Open - Active,Police Station,15.3,2,42,No,No,Unknown,Partial Coverage,Well Lit,0,71.2,No
CRM0003134,2022,2,Friday,Spring,Late Night (2am-6am),Australia,Urban,639,Theft,4.0,1,Male,46-55,0,0,156.39,Knife,Arrested,Closed - Solved,Police Station,12.3,8,5,No,Yes,No,Partial Coverage,Well Lit,4,48.7,No
CRM0003135,2021,3,Saturday,Summer,Night (10pm-2am),Pakistan,Suburban,589,Theft,3.2,1,Male,26-35,0,0,1287.92,Blunt Object,At Large,Open - Active,Anonymous Tip,70.6,8,37,No,No,No,Full Coverage,Well Lit,3,50.2,Yes
CRM0003136,2023,12,Wednesday,Summer,Morning (6am-12pm),Indonesia,Rural,165,Murder,9.3,1,Male,Under 18,2,2,259.88,Knife,Under Investigation,Closed - Solved,Emergency Call,33.4,4,28,Yes,Yes,Yes,Partial Coverage,Well Lit,6,48.0,Yes
CRM0003137,2023,2,Monday,Winter,Night (10pm-2am),USA,Suburban,412,Fraud,6.7,3,Female,56-65,0,0,1214.86,None,Under Investigation,Closed - Unsolved,Emergency Call,30.1,4,75,Unknown,No,No,Partial Coverage,Poorly Lit,3,57.2,No
CRM0003138,2023,4,Saturday,Autumn,Morning (6am-12pm),USA,Rural,102,Assault,5.6,2,Male,56-65,2,0,227.5,Vehicle,Under Investigation,Closed - Unsolved,Online Portal,12.9,1,50,Unknown,No,Yes,Partial Coverage,Well Lit,1,57.8,No
CRM0003139,2022,1,Tuesday,Summer,Afternoon (12pm-6pm),Mexico,Rural,308,Fraud,5.1,1,Female,26-35,0,0,6206.68,Unknown,Under Investigation,Closed - Solved,Emergency Call,38.4,2,58,No,No,Unknown,No Coverage,Partially Lit,2,48.6,No
CRM0003140,2020,3,Thursday,Summer,Morning (6am-12pm),Indonesia,Rural,170,Burglary,4.7,4,Male,56-65,0,0,694.22,Blunt Object,Convicted,Open - Active,Police Station,23.3,3,9,Yes,No,No,No Coverage,Partially Lit,4,57.3,No
CRM0003141,2022,5,Sunday,Spring,Afternoon (12pm-6pm),Indonesia,Rural,223,Vandalism,3.6,1,Male,36-45,0,0,53.65,Knife,At Large,Open - Cold Case,Police Station,32.7,1,182,Yes,No,No,Partial Coverage,Partially Lit,3,41.7,Yes
CRM0003142,2024,10,Tuesday,Autumn,Late Night (2am-6am),Pakistan,Urban,2093,Theft,4.2,1,Male,18-25,0,0,132.84,None,At Large,Open - Cold Case,Police Station,15.0,1,48,No,Unknown,Yes,Full Coverage,Poorly Lit,4,51.1,Yes
CRM0003143,2023,1,Monday,Spring,Afternoon (12pm-6pm),Canada,Urban,3406,Assault,7.4,1,Unknown,46-55,0,0,64.86,None,At Large,Closed - Solved,Anonymous Tip,11.1,2,7,Unknown,No,Yes,Full Coverage,Partially Lit,0,53.5,Yes
CRM0003144,2022,4,Tuesday,Autumn,Late Night (2am-6am),USA,Urban,1792,Theft,4.8,1,Female,36-45,0,0,2988.57,None,Under Investigation,Pending Trial,Police Station,18.0,8,9,No,Unknown,No,No Coverage,Well Lit,2,68.2,No
CRM0003145,2021,6,Sunday,Summer,Afternoon (12pm-6pm),USA,Rural,100,Assault,5.7,1,Female,56-65,0,0,159.86,None,At Large,Closed - Unsolved,Police Station,22.5,6,32,No,No,No,Full Coverage,Well Lit,3,46.3,No
CRM0003146,2022,4,Wednesday,Spring,Evening (6pm-10pm),South Africa,Suburban,182,Theft,2.1,2,Male,26-35,0,0,1327.13,Firearm,Arrested,Open - Active,Online Portal,16.6,2,19,No,No,No,Partial Coverage,Partially Lit,2,64.1,Yes
CRM0003147,2024,7,Monday,Spring,Evening (6pm-10pm),Australia,Urban,552,Theft,2.9,3,Male,36-45,0,0,446.47,None,Arrested,Closed - Unsolved,Police Station,12.4,6,149,Unknown,Unknown,No,No Coverage,Poorly Lit,3,58.3,Yes
CRM0003148,2023,7,Monday,Winter,Morning (6am-12pm),Pakistan,Rural,92,Domestic Violence,6.2,1,Female,18-25,3,0,19.13,None,Arrested,Closed - Solved,Online Portal,9.9,2,60,No,No,No,Full Coverage,Partially Lit,2,30.4,No
CRM0003149,2023,6,Saturday,Winter,Night (10pm-2am),France,Rural,90,Burglary,5.9,1,Male,56-65,0,0,797.45,Knife,At Large,Closed - Solved,Police Station,25.8,4,28,No,No,No,Partial Coverage,Well Lit,2,72.1,No
